,name,h_gene,t_gene,h_uniprot,t_uniprot,h_chr,t_chr,h_pos,t_pos,h_strand,t_strand,id,h_contribution,t_contribution,domain_architecture,dansy_impact,Novel_Architecture
10303,PSMC3--SANBR,ENSG00000165916,ENSG00000162929,P17980,Q6NSI8,11,2,47425121,61118028,,,DANSY_10303,,,,No Annotation,False
10304,ZNF589--VDR,ENSG00000164048,ENSG00000111424,Q86UQ0,P11473,3,12,48267915,47846657,,,DANSY_10304,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087,,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
10305,TECTA--ZBTB1,ENSG00000109927,ENSG00000126804,O75443,Q9Y2K1,11,14,121137421,64521487,,,DANSY_10305,IPR003886|IPR001007|IPR001846|IPR014853|IPR000742|IPR001007|IPR001846|IPR014853|IPR002919,IPR000210|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR003886|IPR001007|IPR001846|IPR014853|IPR000742|IPR001007|IPR001846|IPR014853|IPR002919|IPR000210|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Novel,True
10306,PAQR7--CIMAP1A,ENSG00000182749,ENSG00000177947,Q86WK9,Q96PU9,1,11,25861484,198199,,,DANSY_10306,,,,No Annotation,False
10307,JRK--MS4A14,ENSG00000234616,ENSG00000166928,O75564,Q96JA4,8,11,142669932,60400404,,,DANSY_10307,,,,No Annotation,False
10308,TMCC3--CIMIP2A,ENSG00000057704,ENSG00000188163,Q9ULS5,Q6J272,12,9,94581622,137245307,,,DANSY_10308,,,,No Annotation,False
10309,FBXL18--U2AF1,ENSG00000155034,ENSG00000160201,Q96ME1,Q01081,7,21,5475797,43095438,,,DANSY_10309,IPR001810|IPR045627,IPR000571,IPR001810|IPR045627|IPR000571,Novel,True
10310,MTSS2--RGS10,ENSG00000132613,ENSG00000148908,Q765P7,O43665,16,10,70679630,119527306,,,DANSY_10310,,IPR016137,IPR016137,Pre-existing,False
10311,ARHGEF28--OR2A1,ENSG00000214944,ENSG00000221970,Q8N1W1,Q8NGT9,5,7,73776516,144312419,,,DANSY_10311,,IPR017452,IPR017452,Pre-existing,False
10312,SLC46A2--FKTN,ENSG00000119457,ENSG00000106692,Q9BY10,O75072,9,9,112878920,105617959,,,DANSY_10312,,,,No Annotation,False
10313,GOLGA6B--PNLDC1,ENSG00000215186,ENSG00000146453,A6NDN3,Q8NA58,15,6,72663037,159818555,,,DANSY_10313,IPR043976,,IPR043976,Pre-existing,False
10314,CORO7--CCDC86,ENSG00000262246,ENSG00000110104,P57737,Q9H6F5,16,11,4364276,60842113,,,DANSY_10314,IPR015048,,IPR015048,Pre-existing,False
10315,ANAPC15--OR2T27,ENSG00000110200,ENSG00000187701,P60006,Q8NH04,11,1,72111157,248655444,,,DANSY_10315,,IPR017452,IPR017452,Pre-existing,False
10316,FAM204A--JAK3,ENSG00000165669,ENSG00000105639,Q9H8W3,P52333,10,19,118311207,17842316,,,DANSY_10316,,IPR000980|IPR000719|IPR000719,IPR000980|IPR000719|IPR000719,Pre-existing,False
10317,HELLS--HAMP,ENSG00000119969,ENSG00000105697,Q9NRZ9,P81172,10,19,94576662,35284938,,,DANSY_10317,,,,No Annotation,False
10318,BCL2L11--OR52B6,ENSG00000153094,ENSG00000187747,O43521,Q8NGF0,2,11,111150044,5580877,,,DANSY_10318,IPR014771|IPR015040,IPR017452,IPR014771|IPR015040|IPR017452,Novel,True
10319,RTL1--ZNF512B,ENSG00000254656,ENSG00000196700,A6NKG5,Q96KM6,14,20,100903605,63963095,,,DANSY_10319,,IPR013087|IPR048408|IPR013087,IPR013087|IPR048408|IPR013087,Pre-existing,False
10320,RNF113A--ISCU,ENSG00000125352,ENSG00000136003,O15541,Q9H1K1,X,12,119870475,108567190,,,DANSY_10320,IPR000571|IPR001841,,IPR000571|IPR001841,Pre-existing,False
10321,XYLT2--RFPL2,ENSG00000015532,ENSG00000128253,Q9H1B5,O75678,17,22,50356085,32194345,,,DANSY_10321,,IPR022723|IPR001870,IPR022723|IPR001870,Pre-existing,False
10322,PHF24--GPR137,ENSG00000122733,ENSG00000173264,Q9UPV7,Q96N19,9,11,34971295,64288603,,,DANSY_10322,,,,No Annotation,False
10323,DGKK--CD300LB,ENSG00000274588,ENSG00000178789,Q5KSL6,A8K4G0,X,17,50365409,74521174,,,DANSY_10323,IPR001849|IPR002219|IPR002219|IPR001206|IPR000756|IPR054474,,IPR001849|IPR002219|IPR002219|IPR001206|IPR000756|IPR054474,Pre-existing,False
10324,PAGE1--RNF44,ENSG00000068985,ENSG00000146083,O75459,Q7L0R7,X,5,49691249,176526712,,,DANSY_10324,IPR031320,,IPR031320,Pre-existing,False
10325,PLA1A--GSPT2,ENSG00000144837,ENSG00000189369,Q53H76,Q8IYD1,3,X,119625124,51743442,,,DANSY_10325,IPR013818,IPR000795|IPR004161|IPR054696,IPR013818|IPR000795|IPR004161|IPR054696,Novel,True
10326,TMEM150A--CASK,ENSG00000168890,ENSG00000147044,Q86TG1,O14936,2,X,85601021,41561559,,,DANSY_10326,,IPR001452|IPR008144,IPR001452|IPR008144,Pre-existing,False
10327,EDDM3A--CCDC168,ENSG00000181562,ENSG00000175820,Q14507,Q8NDH2,14,13,20745887,102758410,,,DANSY_10327,,IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624,IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624|IPR031624,Pre-existing,False
10328,RDH13--CCDC82,ENSG00000160439,ENSG00000149231,Q8NBN7,Q8N4S0,19,11,55062968,96389844,,,DANSY_10328,,IPR025244|IPR025451,IPR025244|IPR025451,Pre-existing,False
10329,SPACA3--RFNG,ENSG00000141316,ENSG00000169733,Q8IXA5,Q9Y644,17,17,32997445,82050662,,,DANSY_10329,IPR019799,,IPR019799,Pre-existing,False
10330,UCK1--COL11A1,ENSG00000130717,ENSG00000060718,Q9HA47,P12107,9,1,131528944,103082805,,,DANSY_10330,,IPR001791|IPR000885,IPR001791|IPR000885,Pre-existing,False
10331,ABCD2--P4HTM,ENSG00000173208,ENSG00000178467,Q9UBJ2,Q9NXG6,12,3,39618677,49005777,,,DANSY_10331,,,,No Annotation,False
10332,FOXN1--RPP25L,ENSG00000109101,ENSG00000164967,O15353,Q8N5L8,17,9,28534707,34612064,,,DANSY_10332,IPR001766,IPR002775,IPR001766|IPR002775,Novel,True
10333,NCS1--DRC3,ENSG00000107130,ENSG00000171962,P62166,Q9H069,9,17,130223082,17987932,,,DANSY_10333,,,,No Annotation,False
10334,AP1M2--UBFD1,ENSG00000129354,ENSG00000103353,Q9Y6Q5,O14562,19,16,10581748,23562206,,,DANSY_10334,IPR022775,IPR057455,IPR022775|IPR057455,Novel,True
10335,GRIN2C--NTF4,ENSG00000161509,ENSG00000225950,Q14957,P34130,17,19,74850556,49063739,,,DANSY_10335,IPR001828,IPR002072,IPR001828|IPR002072,Novel,True
10336,PARVA--VWA8,ENSG00000197702,ENSG00000102763,Q9NVD7,A3KMH1,11,13,12513997,41819218,,,DANSY_10336,IPR001715,IPR003593|IPR002035,IPR001715|IPR003593|IPR002035,Novel,True
10337,CLRN1--STRA6,ENSG00000163646,ENSG00000137868,P58418,Q9BX79,3,15,150972456,74182161,,,DANSY_10337,,,,No Annotation,False
10338,VPS35--PGGHG,ENSG00000069329,ENSG00000142102,Q96QK1,Q32M88,16,11,46681377,289804,,,DANSY_10338,,IPR005195,IPR005195,Pre-existing,False
10339,ZNF627--PPP2R2A,ENSG00000198551,ENSG00000221914,Q7L945,P63151,19,8,11616695,26291508,,,DANSY_10339,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
10340,FABP2--SLC22A5,ENSG00000145384,ENSG00000197375,P12104,O76082,4,5,119317250,132378378,,,DANSY_10340,IPR000463|IPR000463|IPR000463,,IPR000463|IPR000463|IPR000463,Pre-existing,False
10341,IFNL3--NKX6-1,ENSG00000197110,ENSG00000163623,Q8IZI9,P78426,19,4,39244788,84497559,,,DANSY_10341,,IPR001356,IPR001356,Pre-existing,False
10342,GAST--SULT6B1,ENSG00000184502,ENSG00000138068,P01350,Q6IMI4,17,2,41715778,37187355,,,DANSY_10342,IPR001651,,IPR001651,Pre-existing,False
10343,CES2--CASKIN2,ENSG00000172831,ENSG00000177303,O00748,Q8WXE0,16,17,66940222,75500261,,,DANSY_10343,,,,No Annotation,False
10344,DEPDC4--SLC52A2,ENSG00000166153,ENSG00000185803,Q8N2C3,Q9HAB3,12,8,100263497,144359184,,,DANSY_10344,IPR000591,,IPR000591,Pre-existing,False
10345,ASIC2--KMO,ENSG00000108684,ENSG00000117009,Q16515,O15229,17,1,33013087,241560665,,,DANSY_10345,,,,No Annotation,False
10346,KLHL3--SNAPC2,ENSG00000146021,ENSG00000104976,Q9UH77,Q13487,5,19,137637294,7922035,,,DANSY_10346,IPR000210|IPR011705,,IPR000210|IPR011705,Pre-existing,False
10347,F8--CT45A5,ENSG00000185010,ENSG00000228836,P00451,P0DMU8,X,X,154999479,135779393,,,DANSY_10347,,IPR029307,IPR029307,Pre-existing,False
10348,PLXDC1--CSDC2,ENSG00000161381,ENSG00000172346,Q8IUK5,Q9Y534,17,22,39107407,41571843,,,DANSY_10348,,IPR002059,IPR002059,Pre-existing,False
10349,FOXE1--LHFPL4,ENSG00000178919,ENSG00000156959,O00358,Q7Z7J7,9,3,97853226,9552274,,,DANSY_10349,IPR001766,,IPR001766,Pre-existing,False
10350,GATAD1--FRK,ENSG00000157259,ENSG00000111816,Q8WUU5,P42685,7,6,92447482,116059968,,,DANSY_10350,IPR000679,IPR001452|IPR000980|IPR000719,IPR000679|IPR001452|IPR000980|IPR000719,Novel,True
10351,USB1--SNRK,ENSG00000103005,ENSG00000163788,Q9BQ65,Q9NRH2,16,3,58002479,43343344,,,DANSY_10351,,,,No Annotation,False
10352,RNPS1--PSMD10,ENSG00000205937,ENSG00000101843,Q15287,O75832,16,X,2262740,108087953,,,DANSY_10352,,,,No Annotation,False
10353,SELENOH--FAF2,ENSG00000211450,ENSG00000113194,Q8IZQ5,Q96CS3,11,5,57742117,176496486,,,DANSY_10353,,IPR001012,IPR001012,Pre-existing,False
10354,FHIT--GRB14,ENSG00000189283,ENSG00000115290,P49789,Q14449,3,2,59922346,164525004,,,DANSY_10354,IPR011146,IPR001849|IPR015042|IPR000980,IPR011146|IPR001849|IPR015042|IPR000980,Novel,True
10355,ZSWIM4--NPM1,ENSG00000132003,ENSG00000181163,Q9H7M6,P06748,19,5,13814515,171405302,,,DANSY_10355,IPR007527,IPR032569,IPR007527|IPR032569,Novel,True
10356,ERCC6L2--PPM1M,ENSG00000182150,ENSG00000164088,Q5T890,Q96MI6,9,3,95923260,52248637,,,DANSY_10356,IPR000330,,IPR000330,Pre-existing,False
10357,PSMB2--OPTN,ENSG00000126067,ENSG00000123240,P49721,Q96CV9,1,10,35605233,13100163,,,DANSY_10357,,IPR021063|IPR032419|IPR034735,IPR021063|IPR032419|IPR034735,Pre-existing,False
10358,ZNF501--RADX,ENSG00000186446,ENSG00000147231,Q96CX3,Q6NSI4,3,X,44731476,106669163,,,DANSY_10358,,,,No Annotation,False
10359,TTC39C--TRAV38-2DV8,ENSG00000168234,ENSG00000211817,Q8N584,A0JD32,18,14,24125427,22281105,,,DANSY_10359,,IPR007110,IPR007110,Pre-existing,False
10360,TRIP6--P4HTM,ENSG00000087077,ENSG00000178467,Q15654,Q9NXG6,7,3,100870574,48990833,,,DANSY_10360,IPR001781,IPR002048|IPR005123,IPR001781|IPR002048|IPR005123,Novel,True
10361,GALR1--MICAL3,ENSG00000166573,ENSG00000243156,P47211,Q7RTP6,18,22,77268585,17871837,,,DANSY_10361,IPR017452,IPR001781|IPR022735,IPR017452|IPR001781|IPR022735,Novel,True
10362,TRIM54--SNRNP27,ENSG00000138100,ENSG00000124380,Q9BYV2,Q8WVK2,2,2,27306080,69904254,,,DANSY_10362,IPR001841|IPR000315,,IPR001841|IPR000315,Pre-existing,False
10363,LITAFD--RSRP1,ENSG00000283516,ENSG00000117616,A0A1B0GVX0,Q9BUV0,16,1,8883210,25246444,,,DANSY_10363,,,,No Annotation,False
10364,PSMD9--SHOX,ENSG00000110801,ENSG00000185960,O00233,O15266,12,X,121888790,634618,,,DANSY_10364,,IPR001356|IPR003654,IPR001356|IPR003654,Pre-existing,False
10365,MEAK7--CMTM5,ENSG00000140950,ENSG00000166091,Q6P9B6,Q96DZ9,16,14,84489278,23379299,,,DANSY_10365,,,,No Annotation,False
10366,PARD6B--SLC23A2,ENSG00000124171,ENSG00000089057,Q9BYG5,Q9UGH3,20,20,50749659,4861948,,,DANSY_10366,IPR000270|IPR001478,,IPR000270|IPR001478,Pre-existing,False
10367,FAM184B--ENDOG,ENSG00000047662,ENSG00000167136,Q9ULE4,Q14249,4,9,17688424,128822328,,,DANSY_10367,IPR039478,,IPR039478,Pre-existing,False
10368,MRC2--SYTL2,ENSG00000011028,ENSG00000137501,Q9UBG0,Q9HCH5,17,11,62680418,85711113,,,DANSY_10368,IPR000772|IPR000562|IPR001304|IPR001304|IPR001304|IPR001304,,IPR000772|IPR000562|IPR001304|IPR001304|IPR001304|IPR001304,Pre-existing,False
10369,GTF2H1--TTC38,ENSG00000110768,ENSG00000075234,P32780,Q5R3I4,11,22,18352329,46281599,,,DANSY_10369,IPR013876|IPR005607|IPR005607,,IPR013876|IPR005607|IPR005607,Pre-existing,False
10370,LRIT1--ZNF76,ENSG00000148602,ENSG00000065029,Q9P2V4,P36508,10,6,84241318,35290641,,,DANSY_10370,,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
10371,MECOM--MICU1,ENSG00000085276,ENSG00000107745,Q03112,Q9BPX6,3,10,169089000,72423234,,,DANSY_10371,IPR001214|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR002048,IPR001214|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR002048,Novel,True
10372,CEACAM5--ATP6V1H,ENSG00000105388,ENSG00000047249,P06731,Q9UI12,19,8,41729184,53795647,,,DANSY_10372,IPR003599|IPR003598|IPR003598|IPR003598|IPR003598|IPR003598|IPR003598,IPR011987,IPR003599|IPR003598|IPR003598|IPR003598|IPR003598|IPR003598|IPR003598|IPR011987,Novel,True
10373,PPP1R15B--DDTL,ENSG00000158615,ENSG00000099974,Q5SWA1,A6NHG4,1,22,204403381,23966888,,,DANSY_10373,IPR019512|IPR019523,,IPR019512|IPR019523,Pre-existing,False
10374,IDH3B--TMEM160,ENSG00000101365,ENSG00000130748,O43837,Q9NX00,20,19,2663446,47046593,,,DANSY_10374,,,,No Annotation,False
10375,RELL1--TRAPPC14,ENSG00000181826,ENSG00000146826,Q8IUW5,Q8WVR3,4,7,37649276,100158089,,,DANSY_10375,,IPR055453|IPR055452,IPR055453|IPR055452,Pre-existing,False
10376,TSPYL2--PLA2G1B,ENSG00000184205,ENSG00000170890,Q9H2G4,P04054,X,12,53084545,120322115,,,DANSY_10376,,,,No Annotation,False
10377,NUDT14--LASP1NB,ENSG00000183828,ENSG00000263874,O95848,A0A1B0GWH6,14,17,105177692,38925614,,,DANSY_10377,,,,No Annotation,False
10378,OR4Q2--RPRD1A,ENSG00000196383,ENSG00000141425,P0C623,Q96P16,14,18,20000120,35989824,,,DANSY_10378,,,,No Annotation,False
10379,MRM3--CMTM6,ENSG00000171861,ENSG00000091317,Q9HC36,Q9NX76,17,3,791534,32502608,,,DANSY_10379,IPR013123|IPR001537,IPR008253,IPR013123|IPR001537|IPR008253,Novel,True
10380,CFAP65--TJP2,ENSG00000181378,ENSG00000119139,Q6ZU64,Q9UDY2,2,9,219021780,69251035,,,DANSY_10380,IPR053879|IPR058536|IPR000535,,IPR053879|IPR058536|IPR000535,Pre-existing,False
10381,HLA-A--EXOSC10,ENSG00000206503,ENSG00000171824,P04439,Q01780,6,1,29945059,11074231,,,DANSY_10381,IPR001039|IPR001039|IPR001039|IPR001039|IPR003597,,IPR001039|IPR001039|IPR001039|IPR001039|IPR003597,Pre-existing,False
10382,IGHV3-74--RHBDL2,ENSG00000224650,ENSG00000158315,A0A0B4J1X5,Q9NX52,14,1,106810442,38911322,,,DANSY_10382,IPR007110,,IPR007110,Pre-existing,False
10383,SPANXN5--GTF2E1,ENSG00000204363,ENSG00000153767,Q5MJ07,P29083,X,3,52797274,120770728,,,DANSY_10383,,IPR021600,IPR021600,Pre-existing,False
10384,HSPA6--EPC1,ENSG00000173110,ENSG00000120616,P17066,Q9H2F5,1,10,161524540,32292988,,,DANSY_10384,,IPR009607,IPR009607,Pre-existing,False
10385,NOBOX--LILRA5,ENSG00000106410,ENSG00000187116,O60393,A6NI73,7,19,144398950,54307070,,,DANSY_10385,IPR001356,,IPR001356,Pre-existing,False
10386,SULT4A1--COL11A1,ENSG00000130540,ENSG00000060718,Q9BR01,P12107,22,1,43839945,102890451,,,DANSY_10386,,IPR000885,IPR000885,Pre-existing,False
10387,DNAJC17--ZNF582,ENSG00000104129,ENSG00000018869,Q9NVM6,Q96NG8,15,19,40779223,56391744,,,DANSY_10387,IPR001623,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR001623|IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Novel,True
10388,PWWP2A--TUT7,ENSG00000170234,ENSG00000083223,Q96N64,Q5VYS8,5,9,160118805,86345669,,,DANSY_10388,,IPR003604|IPR045100|IPR002058|IPR001878|IPR054708|IPR002058|IPR001878|IPR001878,IPR003604|IPR045100|IPR002058|IPR001878|IPR054708|IPR002058|IPR001878|IPR001878,Pre-existing,False
10389,HUS1--PXDC1,ENSG00000136273,ENSG00000168994,O60921,Q5TGL8,7,6,47975613,3737079,,,DANSY_10389,,,,No Annotation,False
10390,H2BC11--CBLN3,ENSG00000124635,ENSG00000139899,P06899,Q6UW01,6,14,27132316,24428755,,,DANSY_10390,IPR007125,IPR001073,IPR007125|IPR001073,Novel,True
10391,PCDHAC2--SCUBE1,ENSG00000243232,ENSG00000159307,Q9Y5I4,Q8IWY4,5,22,141009627,43222638,,,DANSY_10391,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR032455|IPR031904,IPR011641|IPR011641|IPR000742|IPR000859,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR032455|IPR031904|IPR011641|IPR011641|IPR000742|IPR000859,Novel,True
10392,OR14C36--KLHL32,ENSG00000177174,ENSG00000186231,Q8NHC7,Q96NJ5,1,6,248348775,97085126,,,DANSY_10392,IPR017452,IPR011705|IPR056737,IPR017452|IPR011705|IPR056737,Novel,True
10393,KCP--ZMAT1,ENSG00000135253,ENSG00000166432,Q6ZWJ8,Q5H9K5,7,X,128903727,101898119,,,DANSY_10393,IPR001007|IPR001007|IPR001007,IPR003604,IPR001007|IPR001007|IPR001007|IPR003604,Novel,True
10394,TWIST1--TOR1B,ENSG00000122691,ENSG00000136816,Q15672,O14657,7,9,19116671,129809342,,,DANSY_10394,IPR011598,IPR049337,IPR011598|IPR049337,Novel,True
10395,RBBP7--GRIA1,ENSG00000102054,ENSG00000155511,Q16576,P42261,X,5,16869076,153686225,,,DANSY_10395,,IPR001320,IPR001320,Pre-existing,False
10396,PPP1R2C--PYDC1,ENSG00000102055,ENSG00000169900,O14990,Q8WXC3,X,16,42777366,31215962,,,DANSY_10396,,,,No Annotation,False
10397,ZNF646--OR1D5,ENSG00000167395,ENSG00000262628,O15015,P58170,16,17,31074422,3062669,,,DANSY_10397,,IPR017452,IPR017452,Pre-existing,False
10398,CLIP1--C11orf86,ENSG00000130779,ENSG00000173237,P30622,A6NJI1,12,11,122288489,66975304,,,DANSY_10398,IPR000938|IPR000938,,IPR000938|IPR000938,Pre-existing,False
10399,CDX4--RPRD1A,ENSG00000131264,ENSG00000141425,O14627,Q96P16,X,18,73447053,36030808,,,DANSY_10399,IPR006820,IPR032337,IPR006820|IPR032337,Novel,True
10400,MCTS1--OR56A3,ENSG00000232119,ENSG00000184478,Q9ULC4,Q8NH54,X,11,120606079,5944806,,,DANSY_10400,IPR041366,IPR017452,IPR041366|IPR017452,Novel,True
10401,FN1--ATXN2L,ENSG00000115414,ENSG00000168488,P02751,Q8WWM7,2,16,215361969,28834065,,,DANSY_10401,IPR000083|IPR000083|IPR000083|IPR000083|IPR000083|IPR000083|IPR000562|IPR000562|IPR000083|IPR000083|IPR000083|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR000083|IPR000083|IPR000083,,IPR000083|IPR000083|IPR000083|IPR000083|IPR000083|IPR000083|IPR000562|IPR000562|IPR000083|IPR000083|IPR000083|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR003961|IPR000083|IPR000083|IPR000083,Pre-existing,False
10402,CACNA2D1--EDDM13,ENSG00000153956,ENSG00000267710,P54289,A0A1B0GTR0,7,19,81961894,56301968,,,DANSY_10402,IPR013608|IPR002035,,IPR013608|IPR002035,Pre-existing,False
10403,USH1G--CLDN12,ENSG00000182040,ENSG00000157224,Q495M9,P56749,17,7,74919454,90412644,,,DANSY_10403,IPR001660,,IPR001660,Pre-existing,False
10404,STOM--CD93,ENSG00000148175,ENSG00000125810,P27105,Q9NPY3,9,20,121370127,23079360,,,DANSY_10404,,,,No Annotation,False
10405,XPR1--MC1R,ENSG00000143324,ENSG00000258839,Q9UBH6,Q01726,1,16,180803388,89918862,,,DANSY_10405,,IPR017452,IPR017452,Pre-existing,False
10406,GJA9--SLC27A4,ENSG00000131233,ENSG00000167114,P57773,Q6P1M0,1,9,38874069,128340527,,,DANSY_10406,IPR013092,IPR000873|IPR025110,IPR013092|IPR000873|IPR025110,Novel,True
10407,ACTA1--MYL10,ENSG00000143632,ENSG00000106436,P68133,Q9BUA6,1,7,229434004,101613330,,,DANSY_10407,,,,No Annotation,False
10408,TASOR2--SAGE1,ENSG00000108021,ENSG00000181433,Q5VWN6,Q9NXZ1,10,X,5757520,135906411,,,DANSY_10408,IPR022168|IPR022188|IPR022188|IPR056243,IPR029307,IPR022168|IPR022188|IPR022188|IPR056243|IPR029307,Novel,True
10409,BTNL8--DHX9,ENSG00000113303,ENSG00000135829,Q6UX41,Q08211,5,1,180908586,182872337,,,DANSY_10409,IPR003599,IPR001650|IPR007502|IPR011709,IPR003599|IPR001650|IPR007502|IPR011709,Novel,True
10410,MDGA2--BBS5,ENSG00000139915,ENSG00000163093,Q7Z553,Q8N3I7,14,2,47096854,169504481,,,DANSY_10410,IPR003598|IPR003598|IPR003598,,IPR003598|IPR003598|IPR003598,Pre-existing,False
10411,PI3--ANKLE2,ENSG00000124102,ENSG00000176915,P19957,Q86XL3,20,12,45175861,132750643,,,DANSY_10411,IPR008197,IPR011320|IPR056237,IPR008197|IPR011320|IPR056237,Novel,True
10412,FLCN--OR51B2,ENSG00000154803,ENSG00000279012,Q8NFG4,Q9Y5P1,17,11,17215185,5323359,,,DANSY_10412,IPR037520,IPR017452,IPR037520|IPR017452,Novel,True
10413,AKR1C3--RAB19,ENSG00000196139,ENSG00000146955,P42330,A4D1S5,10,7,5105595,140425882,,,DANSY_10413,IPR023210,,IPR023210,Pre-existing,False
10414,RILP--GCSAML,ENSG00000167705,ENSG00000169224,Q96NA2,Q5JQS6,17,1,1648799,247574143,,,DANSY_10414,IPR034743,,IPR034743,Pre-existing,False
10415,SFTPA1--RFX7,ENSG00000122852,ENSG00000181827,Q8IWL2,Q2KHR2,10,15,79613189,56087280,,,DANSY_10415,,,,No Annotation,False
10416,REXO2--GFRA2,ENSG00000076043,ENSG00000168546,Q9Y3B8,O00451,11,8,114443856,21750588,,,DANSY_10416,,IPR016017|IPR016017,IPR016017|IPR016017,Pre-existing,False
10417,SNX33--HYAL1,ENSG00000173548,ENSG00000114378,Q8WV41,Q12794,15,3,75647912,50300988,,,DANSY_10417,IPR001452|IPR001683,,IPR001452|IPR001683,Pre-existing,False
10418,ATOH1--CYP4F2,ENSG00000172238,ENSG00000186115,Q92858,P78329,4,19,93828753,15897414,,,DANSY_10418,IPR011598,,IPR011598,Pre-existing,False
10419,ZSCAN16--PSCA,ENSG00000196812,ENSG00000167653,Q9H4T2,O43653,6,8,28129430,142680495,,,DANSY_10419,IPR003309|IPR013087|IPR013087|IPR013087|IPR013087,IPR016054,IPR003309|IPR013087|IPR013087|IPR013087|IPR013087|IPR016054,Novel,True
10420,LURAP1--C7orf25,ENSG00000171357,ENSG00000136197,Q96LR2,Q9BPX7,1,7,46203334,42909273,,,DANSY_10420,,IPR041076|IPR010733,IPR041076|IPR010733,Pre-existing,False
10421,AZU1--PPP1R18,ENSG00000172232,ENSG00000146112,P20160,Q6NYC8,19,6,827837,30676389,,,DANSY_10421,,,,No Annotation,False
10422,VPS4B--DPP6,ENSG00000119541,ENSG00000130226,O75351,P42658,18,7,63389190,154795845,,,DANSY_10422,IPR007330|IPR003593|IPR041569|IPR015415,IPR001375,IPR007330|IPR003593|IPR041569|IPR015415|IPR001375,Novel,True
10423,VAMP4--ZSCAN26,ENSG00000117533,ENSG00000197062,O75379,Q16670,1,6,171719171,28271854,,,DANSY_10423,,IPR003309|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR003309|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
10424,DNHD1--IL33,ENSG00000179532,ENSG00000137033,Q96M86,O95760,11,9,6528522,6255968,,,DANSY_10424,,,,No Annotation,False
10425,LRRD1--OR6S1,ENSG00000240720,ENSG00000181803,A4D1F6,Q8NH40,7,14,92159005,20640696,,,DANSY_10425,IPR055414|IPR055414,IPR017452,IPR055414|IPR055414|IPR017452,Novel,True
10426,PTPRM--DPP8,ENSG00000173482,ENSG00000074603,P28827,Q6V1X1,18,15,8380296,65474209,,,DANSY_10426,IPR000998|IPR003599|IPR003961|IPR003961|IPR003961|IPR003961|IPR000242,IPR001375,IPR000998|IPR003599|IPR003961|IPR003961|IPR003961|IPR003961|IPR000242|IPR001375,Novel,True
10427,PGR--GRB7,ENSG00000082175,ENSG00000141738,P06401,Q14451,11,17,101051424,39745913,,,DANSY_10427,IPR001628,IPR000980,IPR001628|IPR000980,Novel,True
10428,EIF2B4--GTF2A1,ENSG00000115211,ENSG00000165417,Q9UI10,P52655,2,14,27368025,81175452,,,DANSY_10428,,,,No Annotation,False
10429,OR5A2--NPTX1,ENSG00000172324,ENSG00000171246,Q8NGI9,Q15818,11,17,59416969,80473200,,,DANSY_10429,IPR017452,IPR001759,IPR017452|IPR001759,Novel,True
